Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Number of Investors,Number of Partner Investors
Series B - SpaceX,https://www.crunchbase.com/funding_round/space-exploration-technologies-series-b--797d324b,SpaceX,https://www.crunchbase.com/organization/space-exploration-technologies,Series B,"$30,435,000","Aug 11, 2009",Early Stage Venture,,Yes,3,3
Series A - Power Assure,https://www.crunchbase.com/funding_round/power-assure-series-a--c84abc1d,Power Assure,https://www.crunchbase.com/organization/power-assure,Series A,"$2,500,000","Jul 29, 2009",Early Stage Venture,,Yes,1,1
Series D - BrightVolt,https://www.crunchbase.com/funding_round/solicore-series-d--7060f160,BrightVolt,https://www.crunchbase.com/organization/solicore,Series D,"$12,200,000","Jul 27, 2009",Late Stage Venture,,Yes,6,2
Venture Round - SeaMicro,https://www.crunchbase.com/funding_round/seamicro-series-unknown--c19fbbbd,SeaMicro,https://www.crunchbase.com/organization/seamicro,Venture - Series Unknown,"$15,000,000","Jul 24, 2009",,,Yes,1,1
Series C - RichRelevance,https://www.crunchbase.com/funding_round/richrelevance-series-c--484bf261,RichRelevance,https://www.crunchbase.com/organization/richrelevance,Series C,"$12,500,000","Jul 17, 2009",Late Stage Venture,,Yes,6,2
Venture Round - Brightkite,https://www.crunchbase.com/funding_round/brightkite-series-unknown--596cc9d9,Brightkite,https://www.crunchbase.com/organization/brightkite,Venture - Series Unknown,"$400,000","Jul 6, 2009",,,Yes,1,
Venture Round - Yardbarker Network,https://www.crunchbase.com/funding_round/yardbarker-series-unknown--92d8ebe4,Yardbarker Network,https://www.crunchbase.com/organization/yardbarker,Venture - Series Unknown,"$634,000","Jun 8, 2009",,,Yes,6,2
Series D - Apieron,https://www.crunchbase.com/funding_round/apieron-series-d--c987947b,Apieron,https://www.crunchbase.com/organization/apieron,Series D,"$5,900,000","Jun 2, 2009",Late Stage Venture,,Yes,4,1
Series A - Glycos Biotechnologies,https://www.crunchbase.com/funding_round/glycos-biotechnologies-series-a--53ec774b,Glycos Biotechnologies,https://www.crunchbase.com/organization/glycos-biotechnologies,Series A,"$5,000,000","May 5, 2009",Early Stage Venture,,Yes,2,2
Venture Round - Posit Science,https://www.crunchbase.com/funding_round/posit-science-series-unknown--45b2f30f,Posit Science,https://www.crunchbase.com/organization/posit-science,Venture - Series Unknown,"$5,600,000","Apr 27, 2009",,,Yes,3,2
Series A - Chef,https://www.crunchbase.com/funding_round/chef-series-a--14fc0c73,Chef,https://www.crunchbase.com/organization/chef,Series A,"$2,500,000","Apr 24, 2009",Early Stage Venture,,Yes,1,1
Series C - NearbyNow,https://www.crunchbase.com/funding_round/nearbynow-series-c--1a85024a,NearbyNow,https://www.crunchbase.com/organization/nearbynow,Series C,"$11,750,000","Apr 16, 2009",Late Stage Venture,,Yes,3,1
Series B - ThinkVine,https://www.crunchbase.com/funding_round/thinkvine-series-b--9e529482,ThinkVine,https://www.crunchbase.com/organization/thinkvine,Series B,"$1,850,000","Apr 15, 2009",Early Stage Venture,,Yes,5,
Series D - Socialtext,https://www.crunchbase.com/funding_round/socialtext-series-d--22f6789b,Socialtext,https://www.crunchbase.com/organization/socialtext,Series D,"$4,500,000","Apr 3, 2009",Late Stage Venture,,Yes,3,1
Series D - Ripple TV,https://www.crunchbase.com/funding_round/ripple-tv-series-d--452f0a8c,Ripple TV,https://www.crunchbase.com/organization/ripple-tv,Series D,"$4,000,000","Mar 25, 2009",Late Stage Venture,,Yes,2,
Series B - PubMatic,https://www.crunchbase.com/funding_round/pubmatic-series-b--a8923700,PubMatic,https://www.crunchbase.com/organization/pubmatic,Series B,"$3,500,000","Mar 16, 2009",Early Stage Venture,,Yes,3,3
Series B - Fastpoint,https://www.crunchbase.com/funding_round/fastpoint-games-2-series-b--30fddf06,Fastpoint,https://www.crunchbase.com/organization/fastpoint-games-2,Series B,"$2,000,000","Mar 5, 2009",Early Stage Venture,,Yes,3,
Series A - Clixtr,https://www.crunchbase.com/funding_round/clixtr-series-a--18913bbd,Clixtr,https://www.crunchbase.com/organization/clixtr,Series A,,"Mar 1, 2009",Early Stage Venture,,Yes,3,1
Series A - Oasys Water,https://www.crunchbase.com/funding_round/oasys-water-series-a--d217d9ec,Oasys Water,https://www.crunchbase.com/organization/oasys-water,Series A,"$10,000,000","Feb 17, 2009",Early Stage Venture,,Yes,3,
Venture Round - Altobeam,https://www.crunchbase.com/funding_round/altobeam-series-unknown--1c7dfb70,Altobeam,https://www.crunchbase.com/organization/altobeam,Venture - Series Unknown,"$8,000,000","Feb 12, 2009",,,Yes,4,1
Series C - AdMob,https://www.crunchbase.com/funding_round/admob-series-c--3a06e07b,AdMob,https://www.crunchbase.com/organization/admob,Series C,"$12,500,000","Jan 29, 2009",Late Stage Venture,,Yes,3,1
Venture Round - 4INFO,https://www.crunchbase.com/funding_round/4info-series-unknown--108cf42a,4INFO,https://www.crunchbase.com/organization/4info,Venture - Series Unknown,"$20,000,000","Jan 22, 2009",,,Yes,6,2
Series D - CoalTek,https://www.crunchbase.com/funding_round/coaltek-series-d--e2e52905,CoalTek,https://www.crunchbase.com/organization/coaltek,Series D,"$50,000,000","Jan 20, 2009",Late Stage Venture,,Yes,5,1
Series A - GoodGuide,https://www.crunchbase.com/funding_round/goodguide-series-a--86debfcb,GoodGuide,https://www.crunchbase.com/organization/goodguide,Series A,"$3,730,000","Jan 19, 2009",Early Stage Venture,,Yes,2,2
Series C - SugarSync,https://www.crunchbase.com/funding_round/sugarsync-series-c--e9660e33,SugarSync,https://www.crunchbase.com/organization/sugarsync,Series C,"$10,000,000","Jan 15, 2009",Late Stage Venture,,Yes,3,1
Series A - Five minutes,https://www.crunchbase.com/funding_round/five-minutes-series-a--44e292ca,Five minutes,https://www.crunchbase.com/organization/five-minutes,Series A,"$3,500,000","Jan 14, 2009",Early Stage Venture,,Yes,1,
Series C - Yodle,https://www.crunchbase.com/funding_round/yodle-series-c--c8a9608f,Yodle,https://www.crunchbase.com/organization/yodle,Series C,"$10,000,000","Jan 12, 2009",Late Stage Venture,,Yes,4,4
Series C - HDmessaging,https://www.crunchbase.com/funding_round/hdmessaging-series-c--e7c0bfb3,HDmessaging,https://www.crunchbase.com/organization/hdmessaging,Series C,"$9,000,000","Jan 1, 2009",Late Stage Venture,,Yes,4,1
Series A - Stiki Digital,https://www.crunchbase.com/funding_round/stiki-digital-series-a--78c41175,Stiki Digital,https://www.crunchbase.com/organization/stiki-digital,Series A,"$225,000","Dec 23, 2008",Early Stage Venture,,Yes,2,
Seed Round - Fotomoto,https://www.crunchbase.com/funding_round/fotomoto-seed--454b1010,Fotomoto,https://www.crunchbase.com/organization/fotomoto,Seed,"$300,000","Dec 1, 2008",Seed,,Yes,2,1
Series D - Siimpel Corporation,https://www.crunchbase.com/funding_round/siimpel-corporation-series-d--473067bd,Siimpel Corporation,https://www.crunchbase.com/organization/siimpel-corporation,Series D,"$8,700,000","Nov 26, 2008",Late Stage Venture,,Yes,3,1
Venture Round - Kajeet,https://www.crunchbase.com/funding_round/kajeet-series-unknown--cddf67c6,Kajeet,https://www.crunchbase.com/organization/kajeet,Venture - Series Unknown,"$1,050,000","Nov 24, 2008",,,Yes,2,
Series A - Planet Metrics,https://www.crunchbase.com/funding_round/planet-metrics-series-a--6d400224,Planet Metrics,https://www.crunchbase.com/organization/planet-metrics,Series A,"$2,300,000","Nov 12, 2008",Early Stage Venture,,Yes,1,
Series A - d.light design,https://www.crunchbase.com/funding_round/d-light-design-series-a--af8fcb99,d.light design,https://www.crunchbase.com/organization/d-light-design,Series A,"$6,000,000","Nov 10, 2008",Early Stage Venture,,Yes,6,2
Series A - StreamOcean,https://www.crunchbase.com/funding_round/streamocean-series-a--31ad6b39,StreamOcean,https://www.crunchbase.com/organization/streamocean,Series A,,"Nov 1, 2008",Early Stage Venture,,Yes,1,
Series D - SolarCity,https://www.crunchbase.com/funding_round/solarcity-series-d--d4c07cd9,SolarCity,https://www.crunchbase.com/organization/solarcity,Series D,"$29,900,000","Oct 30, 2008",Late Stage Venture,,Yes,3,3
Series C - Eventful,https://www.crunchbase.com/funding_round/eventful-series-c--a65768a8,Eventful,https://www.crunchbase.com/organization/eventful,Series C,"$10,000,000","Oct 15, 2008",Late Stage Venture,,Yes,3,4
Series C - MyShape,https://www.crunchbase.com/funding_round/myshape-series-c--1fe5f54f,MyShape,https://www.crunchbase.com/organization/myshape,Series C,"$12,000,000","Oct 6, 2008",Late Stage Venture,,Yes,4,1
Series C - ooma,https://www.crunchbase.com/funding_round/ooma-series-c--c60bf9b6,ooma,https://www.crunchbase.com/organization/ooma,Series C,"$16,000,000","Sep 23, 2008",Late Stage Venture,,Yes,6,4
Series D - Anagran,https://www.crunchbase.com/funding_round/anagran-inc-series-d--09c1769b,Anagran,https://www.crunchbase.com/organization/anagran-inc,Series D,"$8,600,000","Sep 15, 2008",Late Stage Venture,,Yes,3,2
Venture Round - NeoPhotonics,https://www.crunchbase.com/funding_round/neophotonics-series-unknown--44a2c35c,NeoPhotonics,https://www.crunchbase.com/organization/neophotonics,Venture - Series Unknown,"$30,000,000","Sep 9, 2008",,,Yes,3,4
Series C - RichRelevance,https://www.crunchbase.com/funding_round/richrelevance-series-c--592b8a14,RichRelevance,https://www.crunchbase.com/organization/richrelevance,Series C,"$4,000,000","Sep 4, 2008",Late Stage Venture,,Yes,2,1
Series B - Microfabrica,https://www.crunchbase.com/funding_round/microfabrica-series-b--5c1c58a1,Microfabrica,https://www.crunchbase.com/organization/microfabrica,Series B,"$22,500,000","Sep 4, 2008",Early Stage Venture,,Yes,6,4
Series A - Pressmart,https://www.crunchbase.com/funding_round/pressmart-series-a--075fa05e,Pressmart,https://www.crunchbase.com/organization/pressmart,Series A,"$6,000,000","Sep 4, 2008",Early Stage Venture,,Yes,4,
Series D - Fonality,https://www.crunchbase.com/funding_round/fonality-series-d--71f4c746,Fonality,https://www.crunchbase.com/organization/fonality,Series D,"$12,000,000","Sep 4, 2008",Late Stage Venture,,Yes,3,1
Series A - Attero,https://www.crunchbase.com/funding_round/attero-recycling-series-a--9a6defe4,Attero,https://www.crunchbase.com/organization/attero-recycling,Series A,"$6,300,000","Aug 21, 2008",Early Stage Venture,,Yes,2,1
Series C - Siano Mobile Silicon,https://www.crunchbase.com/funding_round/siano-mobile-silicon-series-c--add9b010,Siano Mobile Silicon,https://www.crunchbase.com/organization/siano-mobile-silicon,Series C,"$17,500,000","Aug 13, 2008",Late Stage Venture,,Yes,7,4
Series B - SkyGrid,https://www.crunchbase.com/funding_round/skygrid-series-b--b085a126,SkyGrid,https://www.crunchbase.com/organization/skygrid,Series B,"$11,000,000","Aug 6, 2008",Early Stage Venture,,Yes,3,1
Series A - iList,https://www.crunchbase.com/funding_round/ilist-series-a--ffd1bc18,iList,https://www.crunchbase.com/organization/ilist,Series A,"$1,500,000","Aug 1, 2008",Early Stage Venture,,Yes,3,1
Series C - Ripple TV,https://www.crunchbase.com/funding_round/ripple-tv-series-c--ab9fbfc1,Ripple TV,https://www.crunchbase.com/organization/ripple-tv,Series C,"$7,000,000","Jul 31, 2008",Late Stage Venture,,Yes,1,
Series D - Meetup,https://www.crunchbase.com/funding_round/meetup-series-d--a3dd28f5,Meetup,https://www.crunchbase.com/organization/meetup,Series D,"$7,500,000","Jul 23, 2008",Late Stage Venture,,Yes,3,4
Series D - ContextWeb,https://www.crunchbase.com/funding_round/contextweb-series-d--ce0b1426,ContextWeb,https://www.crunchbase.com/organization/contextweb,Series D,"$26,000,000","Jul 20, 2008",Late Stage Venture,,Yes,4,1
Series D - Intematix,https://www.crunchbase.com/funding_round/intematix-series-d--ea95770e,Intematix,https://www.crunchbase.com/organization/intematix,Series D,"$5,000,000","Jul 14, 2008",Late Stage Venture,,Yes,3,
Series A - Graspr,https://www.crunchbase.com/funding_round/graspr-series-a--eba96b35,Graspr,https://www.crunchbase.com/organization/graspr,Series A,"$2,500,000","Jul 10, 2008",Early Stage Venture,,Yes,1,
Venture Round - Hola,https://www.crunchbase.com/funding_round/hola-series-unknown--afb087c4,Hola,https://www.crunchbase.com/organization/hola,Venture - Series Unknown,"$7,000,000","Jul 9, 2008",,,Yes,3,1
Series B - PacketExchange,https://www.crunchbase.com/funding_round/packetexchange-series-b--61e7bf9c,PacketExchange,https://www.crunchbase.com/organization/packetexchange,Series B,"$12,000,000","Jul 2, 2008",Early Stage Venture,,Yes,2,
Series C - BrightSource Energy,https://www.crunchbase.com/funding_round/brightsource-energy-series-c--fa0c3eb2,BrightSource Energy,https://www.crunchbase.com/organization/brightsource-energy,Series C,"$115,000,000","Jun 27, 2008",Late Stage Venture,,Yes,8,1
Series D - Technorati,https://www.crunchbase.com/funding_round/technorati-series-d--461d196a,Technorati,https://www.crunchbase.com/organization/technorati,Series D,"$7,500,000","Jun 13, 2008",Late Stage Venture,,Yes,3,2
Series B - AdXpose,https://www.crunchbase.com/funding_round/adxpose-series-b--710d0268,AdXpose,https://www.crunchbase.com/organization/adxpose,Series B,"$10,000,000","Jun 11, 2008",Early Stage Venture,,Yes,2,1
Seed Round - TopChalks,https://www.crunchbase.com/funding_round/topchalks-seed--82ccf378,TopChalks,https://www.crunchbase.com/organization/topchalks,Seed,"$3,800,000","Jun 10, 2008",Seed,,Yes,1,
Series B - Yield Software,https://www.crunchbase.com/funding_round/yield-software-series-b--5429bf0b,Yield Software,https://www.crunchbase.com/organization/yield-software,Series B,"$6,000,000","Jun 4, 2008",Early Stage Venture,,Yes,2,
Series A - Telly,https://www.crunchbase.com/funding_round/twitvid-series-a--2ae56fdf,Telly,https://www.crunchbase.com/organization/twitvid,Series A,,"Jun 2, 2008",Early Stage Venture,,Yes,3,
Series A - Samba Tech,https://www.crunchbase.com/funding_round/samba-tech-series-a--6ab7cdd3,Samba Tech,https://www.crunchbase.com/organization/samba-tech,Series A,"$3,000,000","Jun 1, 2008",Early Stage Venture,,Yes,2,
Series B - Aniboom,https://www.crunchbase.com/funding_round/aniboom-series-b--e8c6ece1,Aniboom,https://www.crunchbase.com/organization/aniboom,Series B,"$10,000,000","Jun 1, 2008",Early Stage Venture,,Yes,3,1
Series A - Solar Junction,https://www.crunchbase.com/funding_round/solar-junction-series-a--96033409,Solar Junction,https://www.crunchbase.com/organization/solar-junction,Series A,"$18,020,000","May 23, 2008",Early Stage Venture,,Yes,2,1
Venture Round - Widetronix,https://www.crunchbase.com/funding_round/widetronix-series-unknown--47c8a309,Widetronix,https://www.crunchbase.com/organization/widetronix,Venture - Series Unknown,"$250,000","May 15, 2008",,,Yes,1,
Series B - Mahindra REVA,https://www.crunchbase.com/funding_round/mahindrareva-series-b--bd240779,Mahindra REVA,https://www.crunchbase.com/organization/mahindrareva,Series B,"$24,000,000","May 2, 2008",Early Stage Venture,,Yes,2,
Series C - GreenFuel,https://www.crunchbase.com/funding_round/greenfuel-series-c--5565069d,GreenFuel,https://www.crunchbase.com/organization/greenfuel,Series C,"$13,900,000","May 1, 2008",Late Stage Venture,,Yes,3,1
Seed Round - Increo Solutions,https://www.crunchbase.com/funding_round/increo-solutions-seed--096fd6c8,Increo Solutions,https://www.crunchbase.com/organization/increo-solutions,Seed,"$500,000","May 1, 2008",Seed,,Yes,1,
Series C - Meebo,https://www.crunchbase.com/funding_round/meebo-series-c--458e627b,Meebo,https://www.crunchbase.com/organization/meebo,Series C,"$25,000,000","Apr 30, 2008",Late Stage Venture,,Yes,5,2
Series A - Wigix,https://www.crunchbase.com/funding_round/wigix-series-a--f3440178,Wigix,https://www.crunchbase.com/organization/wigix,Series A,"$5,340,000","Apr 29, 2008",Early Stage Venture,,Yes,1,
Series D - Silverpop,https://www.crunchbase.com/funding_round/silverpop-series-d--8dbac580,Silverpop,https://www.crunchbase.com/organization/silverpop,Series D,"$15,000,000","Apr 24, 2008",Late Stage Venture,,Yes,2,2
Series A - EverSpin Technologies,https://www.crunchbase.com/funding_round/everspin-technologies-series-a--f7795b73,EverSpin Technologies,https://www.crunchbase.com/organization/everspin-technologies,Series A,"$32,500,000","Apr 22, 2008",Early Stage Venture,,Yes,5,5
Series A - EdeniQ,https://www.crunchbase.com/funding_round/edeniq-series-a--b8d6f158,EdeniQ,https://www.crunchbase.com/organization/edeniq,Series A,"$33,120,000","Apr 21, 2008",Early Stage Venture,,Yes,9,4
Seed Round - Attero,https://www.crunchbase.com/funding_round/attero-recycling-seed--bc04392b,Attero,https://www.crunchbase.com/organization/attero-recycling,Seed,"$2,500,000","Apr 18, 2008",Seed,,Yes,1,1
Series A - Siklu,https://www.crunchbase.com/funding_round/siklu-series-a--a119b38f,Siklu,https://www.crunchbase.com/organization/siklu,Series A,"$12,000,000","Apr 16, 2008",Early Stage Venture,,Yes,4,
Series B - Tang Wind Energy,https://www.crunchbase.com/funding_round/tang-wind-energy-series-b--943cdf53,Tang Wind Energy,https://www.crunchbase.com/organization/tang-wind-energy,Series B,"$6,800,000","Apr 16, 2008",Early Stage Venture,,Yes,1,
Series A - Jing-Jin Electric Technologies,https://www.crunchbase.com/funding_round/jing-jin-electric-technologies-series-a--530f2f01,Jing-Jin Electric Technologies,https://www.crunchbase.com/organization/jing-jin-electric-technologies,Series A,"$1,800,000","Apr 9, 2008",Early Stage Venture,,Yes,1,
Series A - Redux,https://www.crunchbase.com/funding_round/redux-series-a--1cb64e2e,Redux,https://www.crunchbase.com/organization/redux,Series A,"$3,500,000","Apr 7, 2008",Early Stage Venture,,Yes,2,2
Series B - Yardbarker Network,https://www.crunchbase.com/funding_round/yardbarker-series-b--fd45618a,Yardbarker Network,https://www.crunchbase.com/organization/yardbarker,Series B,"$6,000,000","Apr 2, 2008",Early Stage Venture,,Yes,6,1
Angel Round - mBeat Media,https://www.crunchbase.com/funding_round/mbeat-media-angel--37618a6a,mBeat Media,https://www.crunchbase.com/organization/mbeat-media,Angel,"$1,500,000","Apr 1, 2008",Seed,,Yes,3,
Seed Round - Rover,https://www.crunchbase.com/funding_round/infoaxe-seed--9b9e6da3,Rover,https://www.crunchbase.com/organization/infoaxe,Seed,"$900,000","Mar 31, 2008",Seed,,Yes,5,1
Series B - CafeMom,https://www.crunchbase.com/funding_round/cafemom-series-b--d4753105,CafeMom,https://www.crunchbase.com/organization/cafemom,Series B,"$12,000,000","Mar 19, 2008",Early Stage Venture,,Yes,2,2
Series B - ShareThis,https://www.crunchbase.com/funding_round/sharethis-series-b--dcac558c,ShareThis,https://www.crunchbase.com/organization/sharethis,Series B,"$15,000,000","Mar 13, 2008",Early Stage Venture,,Yes,2,1
Series B - EveryScape,https://www.crunchbase.com/funding_round/everyscape-series-b--7b157a85,EveryScape,https://www.crunchbase.com/organization/everyscape,Series B,"$7,000,000","Mar 5, 2008",Early Stage Venture,,Yes,4,2
Series A - PopJax,https://www.crunchbase.com/funding_round/popjax-series-a--cc917b82,PopJax,https://www.crunchbase.com/organization/popjax,Series A,"$4,700,000","Mar 1, 2008",Early Stage Venture,,Yes,3,
Series D - Akimbo,https://www.crunchbase.com/funding_round/akimbo-series-d--08d8f161,Akimbo,https://www.crunchbase.com/organization/akimbo,Series D,"$4,000,000","Feb 29, 2008",Late Stage Venture,,Yes,5,3
Series C - Vivotech,https://www.crunchbase.com/funding_round/vivotech-series-c--b91072e6,Vivotech,https://www.crunchbase.com/organization/vivotech,Series C,"$4,900,000","Feb 21, 2008",Late Stage Venture,,Yes,4,
Venture Round - Zonare Medical Systems,https://www.crunchbase.com/funding_round/zonare-medical-systems-series-unknown--d6646f68,Zonare Medical Systems,https://www.crunchbase.com/organization/zonare-medical-systems,Venture - Series Unknown,"$30,000,000","Feb 21, 2008",,,Yes,8,2
Angel Round - Telly,https://www.crunchbase.com/funding_round/twitvid-angel--22675c0d,Telly,https://www.crunchbase.com/organization/twitvid,Angel,,"Feb 20, 2008",Seed,,Yes,6,1
Series E - Tesla,https://www.crunchbase.com/funding_round/tesla-motors-series-e--f87a758d,Tesla,https://www.crunchbase.com/organization/tesla-motors,Series E,"$40,000,000","Feb 8, 2008",Late Stage Venture,,Yes,8,5
Series D - Liquid Machines,https://www.crunchbase.com/funding_round/liquid-machines-series-d--642f568c,Liquid Machines,https://www.crunchbase.com/organization/liquid-machines,Series D,"$10,000,000","Feb 4, 2008",Late Stage Venture,,Yes,5,2
Series B - Naseeb Networks,https://www.crunchbase.com/funding_round/naseeb-networks-series-b--78de13c5,Naseeb Networks,https://www.crunchbase.com/organization/naseeb-networks,Series B,"$2,000,000","Feb 2, 2008",Early Stage Venture,,Yes,2,2
Series A - Power Integrations,https://www.crunchbase.com/funding_round/power-integrations-series-a--d14dec00,Power Integrations,https://www.crunchbase.com/organization/power-integrations,Series A,"$6,000,000","Feb 1, 2008",Early Stage Venture,,Yes,2,1
Series D - Mode Media,https://www.crunchbase.com/funding_round/glammedia-series-d--84e723f8,Mode Media,https://www.crunchbase.com/organization/glammedia,Series D,"$65,000,000","Feb 1, 2008",Late Stage Venture,,Yes,7,3
Series B - Tiny Pictures,https://www.crunchbase.com/funding_round/tiny-pictures-series-b--6d14ef35,Tiny Pictures,https://www.crunchbase.com/organization/tiny-pictures,Series B,"$7,200,000","Feb 1, 2008",Early Stage Venture,,Yes,2,
Series B - Radar Networks,https://www.crunchbase.com/funding_round/radar-networks-series-b--c8fe77d7,Radar Networks,https://www.crunchbase.com/organization/radar-networks,Series B,"$13,000,000","Feb 1, 2008",Early Stage Venture,,Yes,3,1
Venture Round - Glycos Biotechnologies,https://www.crunchbase.com/funding_round/glycos-biotechnologies-series-unknown--cc534eb9,Glycos Biotechnologies,https://www.crunchbase.com/organization/glycos-biotechnologies,Venture - Series Unknown,"$2,350,000","Feb 1, 2008",,,Yes,2,2
Series C - D-Wave Systems,https://www.crunchbase.com/funding_round/d-wave-systems-series-c--6dc53617,D-Wave Systems,https://www.crunchbase.com/organization/d-wave-systems,Series C,"$17,000,000","Jan 31, 2008",Late Stage Venture,,Yes,7,3
Series C - Lumidigm,https://www.crunchbase.com/funding_round/lumidigm-series-c--abc0cabe,Lumidigm,https://www.crunchbase.com/organization/lumidigm,Series C,"$7,000,000","Jan 29, 2008",Late Stage Venture,,Yes,9,4
Series C - Integrated Media Measurement (IMMI),https://www.crunchbase.com/funding_round/immi-series-c--35468dc2,Integrated Media Measurement (IMMI),https://www.crunchbase.com/organization/immi,Series C,"$25,000,000","Jan 25, 2008",Late Stage Venture,,Yes,3,1
Series B - Desi Hits,https://www.crunchbase.com/funding_round/desi-hits-series-b--bbe67a46,Desi Hits,https://www.crunchbase.com/organization/desi-hits,Series B,"$5,000,000","Jan 25, 2008",Early Stage Venture,,Yes,3,1
Series A - Nottingham Technology,https://www.crunchbase.com/funding_round/nottingham-technology-series-a--a0e77f93,Nottingham Technology,https://www.crunchbase.com/organization/nottingham-technology,Series A,"$1,000,000","Jan 24, 2008",Early Stage Venture,,Yes,1,
Series B - Box,https://www.crunchbase.com/funding_round/box-series-b--ff879556,Box,https://www.crunchbase.com/organization/box,Series B,"$6,000,000","Jan 23, 2008",Early Stage Venture,,Yes,2,4
Series C - Anagran,https://www.crunchbase.com/funding_round/anagran-inc-series-c--a7fb4a58,Anagran,https://www.crunchbase.com/organization/anagran-inc,Series C,"$12,000,000","Jan 17, 2008",Late Stage Venture,,Yes,4,2
"Series B - Imergy Power Systems, Inc.",https://www.crunchbase.com/funding_round/imergy-power-systems-inc-series-b--b6d1f29d,"Imergy Power Systems, Inc.",https://www.crunchbase.com/organization/imergy-power-systems-inc,Series B,"$15,000,000","Jan 7, 2008",Early Stage Venture,,Yes,5,2
Series B - UBmatrix,https://www.crunchbase.com/funding_round/ubmatrix-series-b--83acfd8b,UBmatrix,https://www.crunchbase.com/organization/ubmatrix,Series B,"$10,200,000","Jan 3, 2008",Early Stage Venture,,Yes,1,
Series A - Komli Media,https://www.crunchbase.com/funding_round/komli-media-series-a--db65eb2a,Komli Media,https://www.crunchbase.com/organization/komli-media,Series A,"$7,000,000","Jan 1, 2008",Early Stage Venture,,Yes,3,
Series A - PubMatic,https://www.crunchbase.com/funding_round/pubmatic-series-a--f0b1a224,PubMatic,https://www.crunchbase.com/organization/pubmatic,Series A,"$7,000,000","Jan 1, 2008",Early Stage Venture,,Yes,3,1
Series B - ProQuo,https://www.crunchbase.com/funding_round/proquo-series-b--ed94bafc,ProQuo,https://www.crunchbase.com/organization/proquo,Series B,"$8,000,000","Jan 1, 2008",Early Stage Venture,,Yes,2,
Series D - SugarCRM,https://www.crunchbase.com/funding_round/sugarcrm-series-d--0ac648ce,SugarCRM,https://www.crunchbase.com/organization/sugarcrm,Series D,"$20,000,000","Jan 1, 2008",Late Stage Venture,,Yes,3,2
Series C - Jobfox,https://www.crunchbase.com/funding_round/jobfox-series-c--6e98a703,Jobfox,https://www.crunchbase.com/organization/jobfox,Series C,"$20,000,000","Jan 1, 2008",Late Stage Venture,,Yes,4,3
Series B - RichRelevance,https://www.crunchbase.com/funding_round/richrelevance-series-b--15b7bcb5,RichRelevance,https://www.crunchbase.com/organization/richrelevance,Series B,"$4,200,000","Dec 20, 2007",Early Stage Venture,,Yes,5,2
Series A - NanoTune,https://www.crunchbase.com/funding_round/nanotune-series-a--da7f79ca,NanoTune,https://www.crunchbase.com/organization/nanotune,Series A,"$3,120,000","Dec 1, 2007",Early Stage Venture,,Yes,1,
Series B - Kyte,https://www.crunchbase.com/funding_round/kyte-series-b--ddace127,Kyte,https://www.crunchbase.com/organization/kyte,Series B,"$15,000,000","Dec 1, 2007",Early Stage Venture,,Yes,5,
Series A - Viewhigh Technology,https://www.crunchbase.com/funding_round/beijing-viewhigh-technology-co-ltd-series-a--60cadfae,Viewhigh Technology,https://www.crunchbase.com/organization/beijing-viewhigh-technology-co-ltd,Series A,,"Dec 1, 2007",Early Stage Venture,,Yes,1,
Series B - Mtime,https://www.crunchbase.com/funding_round/mtime-series-b--16283136,Mtime,https://www.crunchbase.com/organization/mtime,Series B,"$4,000,000","Dec 1, 2007",Early Stage Venture,,Yes,1,
Venture Round - Gingersoft Media,https://www.crunchbase.com/funding_round/gingersoft-media-series-unknown--598c9bec,Gingersoft Media,https://www.crunchbase.com/organization/gingersoft-media,Venture - Series Unknown,"$2,000,000","Nov 29, 2007",,,Yes,2,
Series B - Yodle,https://www.crunchbase.com/funding_round/yodle-series-b--4957bc93,Yodle,https://www.crunchbase.com/organization/yodle,Series B,"$12,000,000","Nov 1, 2007",Early Stage Venture,,Yes,2,2
Series C - Socialtext,https://www.crunchbase.com/funding_round/socialtext-series-c--9185b040,Socialtext,https://www.crunchbase.com/organization/socialtext,Series C,"$9,500,000","Nov 1, 2007",Late Stage Venture,,Yes,3,1
Series D - Siimpel Corporation,https://www.crunchbase.com/funding_round/siimpel-corporation-series-d--1fb6c099,Siimpel Corporation,https://www.crunchbase.com/organization/siimpel-corporation,Series D,"$21,500,000","Oct 23, 2007",Late Stage Venture,,Yes,9,3
Series A - Biofuelbox,https://www.crunchbase.com/funding_round/biofuelbox-series-a--7b852547,Biofuelbox,https://www.crunchbase.com/organization/biofuelbox,Series A,"$9,460,000","Oct 19, 2007",Early Stage Venture,,Yes,2,
Series B - TrustedID,https://www.crunchbase.com/funding_round/trustedid-series-b--c6c5897c,TrustedID,https://www.crunchbase.com/organization/trustedid,Series B,"$10,000,000","Oct 18, 2007",Early Stage Venture,,Yes,2,2
Series B - Splashtop,https://www.crunchbase.com/funding_round/devicevm-series-b--417e9b28,Splashtop,https://www.crunchbase.com/organization/devicevm,Series B,"$10,000,000","Oct 10, 2007",Early Stage Venture,,Yes,8,2
Series F - Konarka Technologies,https://www.crunchbase.com/funding_round/konarka-series-f--a41c54ab,Konarka Technologies,https://www.crunchbase.com/organization/konarka,Series F,"$45,000,000","Oct 1, 2007",Late Stage Venture,,Yes,10,1
