Organization Name,Organization Name URL,Category Groups,Headquarters Location,Description,CB Rank (Organization),Founded Date,Operating Status,Closed Date,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Number of Lead Investors,Number of Investors,Acquisition Status,IPO Status,IPO Date,Delisted Date,Valuation at IPO,Money Raised at IPO
Vtesse,https://www.crunchbase.com/organization/vtesse,"Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering","Gaithersburg, Maryland, United States","Vtesse's lead compound, VTS-270, has shown promise in pre-clinical and clinical studies as a potential treatment for Niemann-Pick Disease.","19,475",2014,Active,,For Profit,,,,,,,1,11-50,2,M&A,"Jul 25, 2016","$17,000,000",Series A,"$17,000,000",Series A,"$42,000,000","$42,000,000",1,5,Was Acquired,Private,,,,
Motus Therapeutics,https://www.crunchbase.com/organization/rhythm-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","Boston, Massachusetts, United States",Motus Therapeutics is a biotechnology company developing peptide therapeutics for the treatment of metabolic diseases.,"20,250",2008,Active,,For Profit,,,,,,,2,11-50,8,M&A,"Sep 24, 2015","$1,000,000",Grant,"$11,000,000",Series B,"$93,500,000","$95,900,000",3,6,Was Acquired,Private,,,,
Roka Bioscience,https://www.crunchbase.com/organization/roka-bioscience,"Biotechnology, Food and Beverage, Health Care, Science and Engineering","Warren, New Jersey, United States",Roka Bioscience develops molecular assays and instrument systems for the food safety industry.,"20,349",2009,Active,,,,,,,,,1,51-100,4,IPO,"Dec 5, 2013","$16,996,657",Series E,"$16,996,657",Series E,"$109,496,656","$109,496,656",1,5,,Public,"Jul 25, 2014",,"$211,579,152","$60,000,000"
Enverv,https://www.crunchbase.com/organization/enverv,"Apps, Hardware, Software","San Jose, California, United States",EnVerv is a PLC solutions platform enabling high performance communications via LV and MV power lines for AMI and other related apps.,"20,700",2009,Active,,,,,,,,,1,51-100,3,M&A,"Mar 24, 2014","$15,400,000",Series C,"$15,400,000",Series C,"$33,400,000","$33,400,000",1,6,Was Acquired,Private,,,,
TRACON Pharmaceuticals,https://www.crunchbase.com/organization/tracon-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","San Diego, California, United States",TRACON Pharmaceuticals is a biopharmaceutical company focused on developing targeted therapies for cancer and macular degeneration.,"20,780",2006,Active,,For Profit,,,,,,,1,1-10,6,IPO,"May 9, 2017","$1,000,000",Venture - Series Unknown,"$1,000,000",Venture - Series Unknown,"$47,000,000","$58,040,000",4,6,,Public,"Jan 30, 2015",,"$120,900,000","$36,000,000"
Flutter,https://www.crunchbase.com/organization/flutter-io,"Apps, Software","Palo Alto, California, United States",Flutter is a startup company that develops gesture recognition technologies.,"20,833",2010,Active,,For Profit,,,,,,,2,1-10,1,M&A,"Jun 7, 2012","$1,400,000",Seed,"$1,400,000",Seed,"$1,400,000","$1,400,000",,9,Was Acquired,Private,,,,
Ziarco,https://www.crunchbase.com/organization/ziarco,"Biotechnology, Health Care, Science and Engineering","Palo Alto, California, United States",Ziarco develops therapeutic agents for treating inflammatory and allergic diseases.,"21,042",2012,Active,,,,,,,,,3,,2,M&A,"Nov 10, 2014","$33,000,000",Series B,"$33,000,000",Series B,"$40,601,832","$40,601,832",2,5,Was Acquired,Private,,,,
Cardioxyl Pharmaceuticals,https://www.crunchbase.com/organization/cardioxyl-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","Chapel Hill, North Carolina, United States","Cardioxyl Pharmaceuticals discovers, develops and commercializes therapies for the treatment of cardiovascular disease.","21,476",2005,Active,,For Profit,,,,,,,4,10001+,4,M&A,"Nov 13, 2012","$28,000,000",Series B,"$28,000,000",Series B,"$66,500,000","$66,500,000",3,4,Was Acquired,Private,,,,
Ulthera,https://www.crunchbase.com/organization/ulthera,"Consumer Goods, Health Care","Mesa, Arizona, United States",Ulthera is a medical technology company developing non-invasive ultrasound-based devices for aesthetic medical procedures.,"21,515",2004,Active,,,,,,,,,1,51-100,4,M&A,"Feb 8, 2011","$10,500,000",Series C,"$10,500,000",Series C,"$39,650,150","$39,650,150",2,3,"Made Acquisitions, Was Acquired",Private,,,,
Alexza Pharmaceuticals,https://www.crunchbase.com/organization/alexza-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","Mountain View, California, United States",Alexza Pharmaceuticals is a pharmaceutical company developing novel products for the treatment of acute and intermittent conditions.,"21,526",2001,Active,,For Profit,,,,,,,2,51-100,6,M&A,"Feb 24, 2016","$5,000,000",Post-IPO Equity,"$5,000,000",Post-IPO Equity,"$118,730,309","$118,730,309",2,7,"Made Acquisitions, Was Acquired",Delisted,"Mar 8, 2006","May 10, 2016","$176,000,000","$44,000,000"
Approva,https://www.crunchbase.com/organization/approva,"Professional Services, Software","Reston, Virginia, United States","Approva provides continuous monitoring software that enables companies to meet their governance, risk and compliance requirements.","21,562",2001,Active,,,,,,,,,1,501-1000,9,M&A,"Aug 26, 2009","$14,000,000",Series E,"$14,000,000",Series E,"$58,700,000","$58,700,000",1,6,Was Acquired,Private,,,,
Force10 Networks,https://www.crunchbase.com/organization/force10-networks,"Hardware, Information Technology, Internet Services, Software","San Jose, California, United States",Force10 Networks is a tech company offering reliable infrastructure solutions to build and secure intelligent services networks.,"22,108",1999,Active,,,,,,,,,,501-1000,7,M&A,"Dec 9, 2009","$167,782",Venture - Series Unknown,"$167,782",Venture - Series Unknown,"$305,067,782","$305,067,782",2,11,"Made Acquisitions, Was Acquired",Private,,,,
Pure Energies Group,https://www.crunchbase.com/organization/pure-energies-group,"Energy, Natural Resources, Sustainability","Toronto, Ontario, Canada",PURE Energies provides energy advisory services that help homeowners to adopt solar powered and home conservation products.,"22,269","May 1, 2009",Active,,For Profit,,,,,,,1,51-100,3,M&A,"Jun 30, 2014","$4,000,000",Venture - Series Unknown,"$4,000,000",Venture - Series Unknown,"$10,000,000","$15,000,000",,4,"Made Acquisitions, Was Acquired",Private,,,,
SiBEAM,https://www.crunchbase.com/organization/sibeam,"Hardware, Mobile, Science and Engineering, Software","Sunnyvale, California, United States","SiBEAM is a fabless semiconductor company, develops intelligent millimeter wave technologies for high-bandwidth services.","23,331","Dec 1, 2004",Active,,For Profit,,,,,,,3,51-100,6,M&A,"Mar 9, 2010","$36,500,000",Series D,"$36,500,000",Series D,"$113,750,000","$113,750,000",2,5,Was Acquired,Private,,,,
Sunesis Pharmaceuticals,https://www.crunchbase.com/organization/sunesis-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","South San Francisco, California, United States",Sunesis Pharmaceuticals is focused on the R&D of oncology therapeutics for the treatment of solid and hematologic cancers.,"23,468",1998,Active,,,,,,,,,1,51-100,2,IPO,"Apr 1, 2016","$15,000,000",Post-IPO Debt,"$43,500,000",Post-IPO Equity,"$43,500,000","$58,500,000",1,10,,Public,"Oct 27, 2005",,,"$42,000,000"
SiliconBlue Technologies,https://www.crunchbase.com/organization/siliconblue-technologies,"Consumer Electronics, Hardware, Manufacturing, Mobile","Santa Clara, California, United States","SiliconBlue manufactures ultra-low power, programmable logic devices for mobile devices and hand-held electronics.","23,631",2005,Active,,For Profit,,,,,,,1,51-100,4,M&A,"Jun 14, 2011","$18,000,000",Series D,"$18,000,000",Series D,"$64,285,567","$64,285,567",2,5,Was Acquired,Private,,,,
Virtela Technology Services,https://www.crunchbase.com/organization/virtela-technology-services,"Hardware, Information Technology, Mobile, Privacy and Security","Greenwood Village, Colorado, United States",Virtela Technology Services provides cloud-based tools that enable transition of branch office networking and security services.,"23,638",2001,Active,,,,,,,,,1,251-500,4,M&A,"May 21, 2010","$5,136,706",Venture - Series Unknown,"$5,136,706",Venture - Series Unknown,"$53,016,706","$53,016,706",1,8,Was Acquired,Private,,,,
GlycoMimetics,https://www.crunchbase.com/organization/glycomimetics,"Biotechnology, Health Care, Science and Engineering","Gaithersburg, Maryland, United States",GlycoMimetics is a biopharmaceutical company designing and developing small molecule therapeutics to treat various cancers.,"24,116",2003,Active,,,,,,,,,2,11-50,5,IPO,"Oct 27, 2010","$38,979,412",Convertible Note,"$38,000,000",Series C,"$62,800,000","$101,779,412",1,7,,Public,"Jan 10, 2014",,,"$56,000,000"
Cyence,https://www.crunchbase.com/organization/cyence,Software,"San Mateo, California, United States",Cyence empowers the insurance industry to understand the economic impact of cyber risk.,"24,805",2014,Active,,For Profit,,,,,,,2,51-100,1,M&A,"Sep 15, 2016","$40,000,000",Series A,"$40,000,000",Series A,"$40,000,000","$40,000,000",2,3,Was Acquired,Private,,,,
Hillcrest Labs,https://www.crunchbase.com/organization/hillcrest-labs,"Consumer Electronics, Hardware, Mobile","Rockville, Maryland, United States",Hillcrest Labs is a global supplier of software and hardware for motion-enabled products.,"24,873",2001,Active,,,,,,,,,1,1-10,7,M&A,"Dec 12, 2016","$450,000",Debt Financing,"$5,542,562",Series E,"$59,592,562","$64,042,562",1,3,Was Acquired,Private,,,,
Interleukin Genetics,https://www.crunchbase.com/organization/interleukin-genetics,"Biotechnology, Health Care, Science and Engineering","Waltham, Massachusetts, United States",Interleukin Genetics develops genetic tests for the personalized health market.,"24,884",1997,Active,,For Profit,,,,,,,1,11-50,9,IPO,"Aug 10, 2016","$5,592,500",Post-IPO Equity,"$5,592,500",Post-IPO Equity,"$57,761,595","$64,541,595",2,5,Made Acquisitions,Public,"Jan 10, 2003",,,"$16,200,000"
Lumena Pharmaceuticals,https://www.crunchbase.com/organization/lumena-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","San Diego, California, United States",Lumena Pharmaceuticals develops oral therapeutics for rare liver diseases to improve liver function and relieve disease symptoms.,"25,062",2011,Active,,,,,,,,,1,5001-10000,3,M&A,"Mar 11, 2014","$45,000,000",Series B,"$45,000,000",Series B,"$68,000,000","$70,550,150",1,6,Was Acquired,Public,"Apr 1, 2014",,,
Fulcrum Microsystems,https://www.crunchbase.com/organization/fulcrum-microsystems,"Design, Hardware, Manufacturing, Science and Engineering","Calabasas, California, United States","Fulcrum Microsystems, a semiconductor firm, offers interconnect devices for storage, computing, networking backplane and interconnect apps.","25,359",2000,Active,,For Profit,,,,,,,,51-100,7,M&A,"Mar 15, 2010","$15,017,493",Venture - Series Unknown,"$15,017,493",Venture - Series Unknown,"$118,017,493","$118,017,493",5,8,Was Acquired,Private,,,,
Prosensa,https://www.crunchbase.com/organization/prosensa,"Biotechnology, Health Care, Science and Engineering","Leiden, Zuid-Holland, The Netherlands","Prosensa provides RNA-based therapeutics for the treatment of genetic disorders, infections and cancers.","25,587",2002,Active,,,,,,,,,,,4,M&A,"Jul 2, 2014","$200,000",Grant,"€23,000,000",Venture - Series Unknown,"$73,752,399","$73,952,399",3,8,Was Acquired,Public,"Apr 12, 2002",,,"$260,000,000"
HDmessaging,https://www.crunchbase.com/organization/hdmessaging,"Data and Analytics, Internet Services, Mobile, Navigation and Mapping","Burlingame, California, United States","HD Messaging offers an API that enables mobile device OEMs, network operators, and app developers to build white label messaging services.","25,734",2011,Active,,,,,,,,,3,11-50,5,M&A,"Nov 13, 2013","$3,000,000",Series A,"$3,000,000",Series A,"$30,100,000","$30,100,000",5,7,"Made Acquisitions, Was Acquired",Private,,,,
One Block Off the Grid (1BOG),https://www.crunchbase.com/organization/1bog,"Energy, Natural Resources, Sustainability","San Francisco, California, United States","One Block Off the Grid, a residential solar consultant, provides homeowners the option of comparing quotes from leading solar providers.","26,843",2008,Active,,For Profit,,,,,,,2,11-50,1,M&A,"Feb 11, 2010","$5,000,000",Series A,"$5,000,000",Series A,"$5,000,000","$5,000,000",1,1,Was Acquired,Private,,,,
"Audience, Inc.",https://www.crunchbase.com/organization/audience-inc,"Consumer Electronics, Hardware, Manufacturing, Media and Entertainment, Mobile, Music and Audio, Video","Mountain View, California, United States","Audience, Inc provides engineering talent focused on audio processing solutions for mobile devices.","27,283",2000,Active,,For Profit,,,,,,,1,501-1000,1,M&A,"Feb 1, 2009","$15,000,000",Series E,"$15,000,000",Series E,"$15,000,000","$15,000,000",,4,"Made Acquisitions, Was Acquired",Public,"May 10, 2012",,"$329,693,886","$89,593,060"
Vitae Pharmaceuticals,https://www.crunchbase.com/organization/vitae-pharmaceuticals,"Biotechnology, Data and Analytics, Health Care, Science and Engineering","Fort Washington, Pennsylvania, United States","Vitae Pharmaceuticals is a clinical-stage biopharmaceutical company building a portfolio of novel, small molecule, best-in-class compounds","27,630",2001,Active,,For Profit,,,,,,,1,51-100,5,M&A,"Jun 9, 2009","$15,000,000",Venture - Series Unknown,"$15,000,000",Venture - Series Unknown,"$94,000,000","$94,000,000",3,6,Was Acquired,Public,"Sep 24, 2014",,"$198,000,000","$65,000,000"
RingCube Technologies,https://www.crunchbase.com/organization/ringcube-technologies,"Consumer Electronics, Hardware, Information Technology, Software","Mountain View, California, United States",RingCube Technologies provides desktop virtualization services.,"29,248",2005,Active,,,,,,,,,2,11-50,5,M&A,"Dec 8, 2010","$15,333,728",Venture - Series Unknown,"$15,333,728",Venture - Series Unknown,"$46,667,457","$46,667,457",2,2,Was Acquired,Private,,,,
Dexterra,https://www.crunchbase.com/organization/dexterra,"Apps, Mobile, Software","Bothell, Washington, United States",Dexterra provides mobile platforms and apps that enable organizations to manage and optimize their mobile workforces.,"29,343",2000,Active,,For Profit,,,,,,,,1-10,6,M&A,"Oct 2, 2008","$21,500,000",Series F,"$21,500,000",Series F,"$108,500,000","$108,500,000",3,8,"Made Acquisitions, Was Acquired",Private,,,,
Omthera Pharmaceuticals,https://www.crunchbase.com/organization/omthera-pharmaceuticals,"Biotechnology, Health Care, Science and Engineering","Princeton, New Jersey, United States",Omthera Pharmaceuticals develops therapies for patients with elevated triglyceride levels and increased risk of cardiovascular disease.,"29,427",2008,Active,,,,,,,,,3,11-50,4,M&A,"Feb 28, 2013","$17,600,000",Debt Financing,"$33,900,000",Series B,"$42,558,333","$60,158,333",2,2,Was Acquired,Public,"Apr 11, 2013",,,"$64,000,000"
Motion Computing,https://www.crunchbase.com/organization/motion-computing,"Consumer Electronics, Hardware, Software","Austin, Texas, United States","Motion Computing develops slate tablet PCs for mobile professionals in healthcare, government and field force automation industries.","29,788",2001,Active,,,,,,,,,1,51-100,5,M&A,"Dec 30, 2009","$5,599,995",Venture - Series Unknown,"$5,599,995",Venture - Series Unknown,"$54,299,995","$54,299,995",3,5,Was Acquired,Private,,,,
Freshplum,https://www.crunchbase.com/organization/freshplum,"Commerce and Shopping, Data and Analytics","San Francisco, California, United States",Freshplum offers data science-based technology that displays promotional offers to incentivize purchasing of website visitors.,"31,937",2011,Active,,,,,,,,,2,1-10,3,M&A,"Feb 13, 2014","$1,044,999",Seed,"$1,044,999",Seed,"$2,484,999","$2,484,999",,22,Was Acquired,Private,,,,
Jobfox,https://www.crunchbase.com/organization/jobfox,"Community and Lifestyle, Internet Services, Professional Services","Mclean, Virginia, United States",Jobfox is a job search and career networking site connecting job seekers with employers.,"32,209","Mar 1, 2004",Active,,For Profit,,,,,,,2,51-100,4,M&A,"Dec 24, 2009","$2,000,000",Debt Financing,"$20,000,000",Series C,"$40,000,000","$42,000,000",3,4,Was Acquired,Private,,,,
Forcepoint,https://www.crunchbase.com/organization/forcepoint,"Information Technology, Privacy and Security, Software","Austin, Texas, United States",Forcepoint empowers organizations to concentrate on what’s most important to them while automating routine security tasks.,"33,780",1994,Active,,For Profit,,,,,,,,1001-5000,1,M&A,"Sep 25, 2006","$18,000,000",Venture - Series Unknown,"$18,000,000",Venture - Series Unknown,"$18,000,000","$18,000,000",1,4,"Made Acquisitions, Was Acquired",Delisted,"Apr 7, 2000","Jan 14, 2016","$349,000,000","$72,000,000"
ARYx Therapeutics,https://www.crunchbase.com/organization/aryx-therapeutics,"Biotechnology, Health Care, Science and Engineering","Fremont, California, United States",ARYx is a pharmaceutical company focused on retrometabolic drug designing and improving the safety of oral therapies for chronic diseases.,"35,450",1997,Closed,"Mar 10, 2011",For Profit,,,,,,,1,11-50,6,IPO,"Aug 16, 2010","$6,300,000",Debt Financing,"$357,446",Venture - Series Unknown,"$132,357,446","$138,657,446",2,12,,Public,"Nov 7, 2007",,,"$50,000,000"
Sierra Atlantic,https://www.crunchbase.com/organization/sierra-atlantic-hitachi-consulting-corp,"Data and Analytics, Professional Services","Dallas, Texas, United States","Sierra Atlantic is a leading e-Business integrator, delivering Internet time-to-market next-generation solutions.","35,801",1993,Active,,For Profit,,,,,,,,251-500,2,M&A,"Jun 1, 2010","$700,000",Secondary Market,"$17,400,000",Venture - Series Unknown,"$17,400,000","$18,100,000",3,4,Was Acquired,Private,,,,
BridgePoint Medical,https://www.crunchbase.com/organization/bridgepoint-medical,"Biotechnology, Health Care, Science and Engineering","Plymouth, Minnesota, United States",BridgePoint develops proprietary technology for the treatment of chronic total occlusions.,"36,375",2005,Active,,,,,,,,,3,10001+,6,M&A,"Mar 25, 2011","$9,100,000",Series C,"$9,100,000",Series C,"$35,300,007","$36,301,007",,4,Was Acquired,Private,,,,
"hopOn, Inc.",https://www.crunchbase.com/organization/hopon--inc-,"Internet Services, Travel and Tourism","San Francisco, California, United States","Book flights, hotels and share travel expenses in a few clicks","37,158","Aug 1, 2013",Active,,,,,,,,,2,51-100,1,M&A,"Mar 12, 2015","$750,000",Seed,"$750,000",Seed,"$750,000","$750,000",,1,Was Acquired,Private,,,,
TechForward,https://www.crunchbase.com/organization/techforward,"Hardware, Software","Los Angeles, California, United States",TechForward offers guaranteed buyback plans enabling users to upgrade their consumer electronics.,"38,248","Aug 15, 2005",Active,,,,,,,,,1,251-500,5,M&A,"Feb 7, 2011","$1,300,000",Debt Financing,"$4,300,000",Series B,"$5,660,000","$7,760,000",2,2,Was Acquired,Private,,,,
ViXS Systems,https://www.crunchbase.com/organization/vixs-systems,"Hardware, Information Technology, Software","Toronto, Ontario, Canada","ViXS Systems offers technologies and solutions for processing, managing, securing and distributing high quality video and audio.","40,300",2000,Active,,For Profit,,,,,,,1,501-1000,4,M&A,"Nov 9, 2016","$156,000",Venture - Series Unknown,"$156,000",Venture - Series Unknown,"$34,341,226","$34,341,226",1,1,Was Acquired,Public,"May 24, 2013",,,"$57,400,000"
Echopass Corporation,https://www.crunchbase.com/organization/echopass-corporation,"Government and Military, Internet Services","Pleasanton, California, United States","Echopass is an app service provider offering web-based telephone and Internet customer support services, including email and web call-backs.","40,338",2000,Active,,For Profit,,,,,,,,1001-5000,9,M&A,"Sep 16, 2010","$16,379,395",Venture - Series Unknown,"$16,379,395",Venture - Series Unknown,"$71,506,395","$82,112,886",2,8,Was Acquired,Private,,,,
BCD Semiconductor Manufacturing Limited,https://www.crunchbase.com/organization/bcd-semiconductor-manufacturing-limited,Manufacturing,"Fremont, California, United States",BCD Semiconductor manufacturing is a distributor and marketer of analog and mixed signal interface circuits.,"40,644",2000,Active,,,,,,,,,,501-1000,2,M&A,"Nov 25, 2013","$700,000",Seed,"$700,000",Seed,"$700,000","$700,000",,3,Was Acquired,Public,"Jan 28, 2011",,,
Teracent,https://www.crunchbase.com/organization/teracent,"Advertising, Artificial Intelligence, Data and Analytics, Sales and Marketing, Software","San Mateo, California, United States",Teracent is a company that helps advertisers format and more precisely target display ads to particular groups of people.,"42,323",2003,Active,,For Profit,,,,,,,1,11-50,2,M&A,"Mar 18, 2009","$2,000,000",Series B,"$2,000,000",Series B,"$5,800,000","$5,800,000",1,1,Was Acquired,Private,,,,
Subtext,https://www.crunchbase.com/organization/subtext,"Data and Analytics, Education, Information Technology, Software","Mountain View, California, United States",Subtext is a digital reading service spanning the K12 curriculum and enabling students to collaborate in the pages of any digital document.,"42,381",2010,Active,,,,,,,,,1,501-1000,1,M&A,"Oct 24, 2011","$3,000,000",Venture - Series Unknown,"$3,000,000",Venture - Series Unknown,"$3,000,000","$3,000,000",1,4,Was Acquired,Private,,,,
CruiseWise,https://www.crunchbase.com/organization/cruisewise,"Community and Lifestyle, Travel and Tourism","San Francisco, California, United States",CruiseWise is an online portal for finding information and booking cruises.,"43,750","May 1, 2010",Active,,For Profit,,,,,,,3,11-50,4,M&A,"Apr 1, 2011",,Seed,,Seed,"$1,740,000","$1,740,000",,6,Was Acquired,Private,,,,
"Centerbeam, Inc.",https://www.crunchbase.com/organization/centerbeam-inc,"Information Technology, Internet Services, Professional Services, Software","Sunnyvale, California, United States","CenterBeam, an information technology managed service provider, delivers cloud computing and hosted IT services for mid-sized businesses.","44,151",1999,Active,,For Profit,,,1,1,,1,1,51-100,3,M&A,"Apr 1, 2013","$1,000,000",Venture - Series Unknown,"$1,000,000",Venture - Series Unknown,"$42,000,000","$42,000,000",,9,Was Acquired,Private,,,,
newScale,https://www.crunchbase.com/organization/newscale,"Consumer Electronics, Hardware, Internet Services, Software","San Mateo, California, United States","newScale provides self-service portal, service catalogs, and lifecycle management software for enterprise IT and cloud computing.","44,203",1999,Active,,For Profit,,,,,,,,51-100,5,M&A,"Jul 10, 2009","$2,200,000",Venture - Series Unknown,"$2,200,000",Venture - Series Unknown,"$54,700,000","$54,700,000",5,8,Was Acquired,Private,,,,
ProStor Systems,https://www.crunchbase.com/organization/prostor-systems,"Information Technology, Manufacturing","Boulder, Colorado, United States","ProStor Systems provides solutions for the cost-effective, long-term storage of digital information.","47,124","May 1, 2004",Active,,,,,,,,,1,11-50,3,M&A,"Jul 12, 2010","$5,500,000",Series C,"$5,500,000",Series C,"$26,400,000","$26,400,000",1,4,Was Acquired,Private,,,,
Plusmo,https://www.crunchbase.com/organization/plusmo,"Consumer Electronics, Hardware, Mobile, Software","Santa Clara, California, United States","Plusmo offers Widget Engine, a microbrowser with JavaScript and a framework to install, provision, render and manage mobile mini apps.","47,641","Jun 1, 2006",Active,,,,,,,,,1,1-10,1,M&A,"May 1, 2008","$4,410,000",Series A,"$4,410,000",Series A,"$4,410,000","$4,410,000",1,1,Was Acquired,Private,,,,
Echo Global Logistics,https://www.crunchbase.com/organization/echo-global-logistics,Transportation,"Chicago, Illinois, United States","Echo Global Logistics is a technology-enabled BPO service provider, serving the transportation and logistics needs of its clients.","49,544",2004,Active,,,,,,,,,2,1001-5000,2,IPO,"Aug 9, 2006","$17,400,000",Series D,"$17,400,000",Series D,"$20,500,000","$20,500,000",,1,Made Acquisitions,Public,"Oct 9, 2009",,"$79,800,000","$79,500,000"
GlobalLogic,https://www.crunchbase.com/organization/globallogic,"Design, Software","San Jose, California, United States",GlobalLogic is a full-lifecycle product development services leader,"52,035",2000,Active,,For Profit,,,,,,,4,5001-10000,4,M&A,"Jan 11, 2017",,Secondary Market,"$29,500,000",Series C,"$43,696,000","$43,696,000",3,4,"Made Acquisitions, Was Acquired",Private,,,,
Supernova,https://www.crunchbase.com/organization/wearesupernova,"Internet Services, Media and Entertainment, Mobile, Video","Venice, California, United States","Supernova is a social mobile creation, discovery and sharing company located in Venice.","52,608","Dec 1, 2010",Closed,"Dec 15, 2014",For Profit,,,,,,,3,11-50,4,M&A,"May 11, 2012","$12,000,000",Series B,"$12,000,000",Series B,"$19,500,000","$19,500,000",3,16,Was Acquired,Private,,,,
WebEx,https://www.crunchbase.com/organization/webex,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security, Software","Santa Clara, California, United States","WebEx, a Cisco company, provides on-demand applications for businesses to conduct web conferencing, telework and application remote control.","57,221",1995,Active,,For Profit,,,,,,,1,10001+,2,M&A,"Apr 3, 2000","$22,000,000",Venture - Series Unknown,"$22,000,000",Venture - Series Unknown,"$47,000,000","$47,000,000",,16,"Made Acquisitions, Was Acquired",Public,"Jul 31, 2000",,,"$49,000,000"
Inhibitex,https://www.crunchbase.com/organization/inhibitex,"Biotechnology, Health Care, Science and Engineering","Alpharetta, Georgia, United States",Inhibitex is a clinical-stage biopharmaceutical company dedicated to the development of innovative products that can treat or prevent,"58,104",1994,Active,,,,,,,,,1,,5,M&A,"Oct 28, 2009","$23,000,000",Venture - Series Unknown,"$23,000,000",Venture - Series Unknown,"$121,250,000","$121,250,000",2,6,Was Acquired,Delisted,"Jun 4, 2004","Jan 7, 2012","$119,000,000","$35,000,000"
Spreadtrum Communications,https://www.crunchbase.com/organization/spreadtrum-communications,"Consumer Electronics, Hardware, Science and Engineering","Shanghai, Shanghai, China","Spreadtrum Communications, a Chinese fabless semiconductor company, develops mobile chipset platforms for consumer electronics products.","65,090","Apr 1, 2001",Active,,,,,,,,,2,1001-5000,2,IPO,"Oct 31, 2006","$20,000,000",Series D,"$20,000,000",Series D,"$55,200,000","$55,200,000",,4,Made Acquisitions,Delisted,"Jul 6, 2007","Dec 23, 2013","$1,730,000,000","$125,900,000"
Vertica Systems,https://www.crunchbase.com/organization/vertica-systems,"Data and Analytics, Software","Billerica, Massachusetts, United States",Vertica Systems develops data management solutions for storing databases and allowing clients to conduct real-time and ad hoc queries.,"67,698",2005,Active,,,,,,,,,2,,3,M&A,"Feb 14, 2007","$16,500,000",Series B,"$16,500,000",Series B,"$30,500,000","$30,500,000",2,4,Was Acquired,Private,,,,
ECi Software Solutions,https://www.crunchbase.com/organization/eci-software-solutions,"Commerce and Shopping, Consumer Electronics, Hardware, Software","Fort Worth, Texas, United States"," ECi Software Solutions provides business and e-commerce solutions, offering on-premise and cloud-based technologies.","68,956",1998,Active,,For Profit,,,,,,,,501-1000,3,M&A,"Jan 2, 2002","$21,000,000",Series C,"$21,000,000",Series C,"$80,000,000","$80,000,000",2,5,"Made Acquisitions, Was Acquired",Private,,,,
Sourcefire,https://www.crunchbase.com/organization/sourcefire,"Information Technology, Privacy and Security, Software","Columbia, Maryland, United States",Sourcefire provides enterprise threat management solutions for IT infrastructures of various industries.,"73,178",2001,Active,,For Profit,,,1,1,,,,501-1000,5,M&A,"Oct 26, 2006","$5,500,000",Venture - Series Unknown,"$5,500,000",Venture - Series Unknown,"$20,500,000","$20,500,000",2,6,"Made Acquisitions, Was Acquired",Public,"Mar 9, 2007",,,"$87,000,000"
XenSource,https://www.crunchbase.com/organization/xensource,"Hardware, Information Technology, Software","Palo Alto, California, United States","XenSource manages cloud, server and desktop virtual infrastructures to optimize datacenters and automate management processes.","75,622",2004,Active,,,,,,,,,4,5001-10000,3,M&A,"Oct 31, 2006","$15,000,000",Series C,"$15,000,000",Series C,"$38,000,000","$38,000,000",2,6,Was Acquired,Private,,,,
Advertising.com,https://www.crunchbase.com/organization/advertising-com,"Advertising, Mobile, Sales and Marketing","New York, New York, United States","Advertising.com, now a part of ONE by AOL, enables marketers to reach consumers via programmatic buying and performance-driven campaigns.","75,717","Aug 1, 1998",Active,,For Profit,,,,,,,2,251-500,2,M&A,"Aug 7, 2000","$57,000,000",Venture - Series Unknown,"$57,000,000",Venture - Series Unknown,"$57,000,000","$57,000,000",1,9,"Made Acquisitions, Was Acquired",Private,,,,
IronPort Systems,https://www.crunchbase.com/organization/ironport,"Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security","San Bruno, California, United States","IronPort Systems develops email and web security tools that prevent organizations from spam, viruses, malware and other internet threats.","76,072",2000,Active,,For Profit,,,,,,,2,10001+,4,M&A,"Oct 25, 2004","$45,000,000",Series D,"$45,000,000",Series D,"$94,400,000","$94,400,000",3,12,"Made Acquisitions, Was Acquired",Private,,,,
Telegent Systems,https://www.crunchbase.com/organization/telegent-systems,"Hardware, Media and Entertainment, Mobile, Science and Engineering, Software, Video","Sunnyvale, California, United States","Telegent Systems is a provider of semiconductor and software solutions for the reception of live, broadcast television on mobile phones.","76,164",2004,Active,,For Profit,,,,,,,2,251-500,3,M&A,"Aug 22, 2007","$20,000,000",Series C,"$20,000,000",Series C,"$48,425,000","$48,425,000",1,4,Was Acquired,Private,,,,
